"ATM","AccountID","Location","TransAmt","TransDate","TransNo"
"20","","Eighth Avenue",6344.48,"2001/07/08","321640"
"24","","Magnolia Way",5648.52,"2001/07/08","321641"
"15","56016","Oak Street",490.00,"2001/07/08","321642"
"20","90398","Eighth Avenue",440.00,"2001/07/08","321643"
"24","815062","Magnolia Way",310.00,"2001/07/08","321644"
"14","","Robson Street",7372.93,"2001/07/08","321645"
"14","301037","Robson Street",250.00,"2001/07/08","321646"
"18","","Congress Street",40.00,"2001/07/08","321647"
"24","","Magnolia Way",230.00,"2001/07/08","321648"
"14","329169","Robson Street",340.00,"2001/07/08","321649"
"17","562270","Linden Avenue",2796.86,"2001/07/08","321650"
"17","444413","Linden Avenue",340.00,"2001/07/08","321651"
"15","297397","Oak Street",3745.10,"2001/07/08","321652"
"14","","Robson Street",2807.64,"2001/07/08","321653"
"18","504356","Congress Street",20.00,"2001/07/08","321654"
"18","230575","Congress Street",380.00,"2001/07/08","321655"
"20","250402","Eighth Avenue",6968.33,"2001/07/08","321656"
"14","","Robson Street",2021.53,"2001/07/08","321657"
"18","","Congress Street",8233.87,"2001/07/08","321658"
"20","562270","Eighth Avenue",90.00,"2001/07/08","321659"
"14","815062","Robson Street",2528.19,"2001/07/08","321660"
"24","35189","Magnolia Way",210.00,"2001/07/08","321661"
"20","812465","Eighth Avenue",2900.51,"2001/07/08","321662"
"20","56016","Eighth Avenue",70.00,"2001/07/08","321663"
"24","512328","Magnolia Way",5006.36,"2001/07/08","321664"
"14","811002","Robson Street",1792.38,"2001/07/08","321665"
"14","","Robson Street",360.00,"2001/07/08","321666"
"24","641464","Magnolia Way",400.00,"2001/07/08","321667"
"20","504356","Eighth Avenue",340.00,"2001/07/08","321668"
"14","512328","Robson Street",240.00,"2001/07/08","321669"
"24","","Magnolia Way",9635.38,"2001/07/08","321670"
"14","994403","Robson Street",7636.64,"2001/07/08","321671"
"24","739622","Magnolia Way",8244.31,"2001/07/08","321672"
"18","35189","Congress Street",8941.50,"2001/07/08","321673"
"24","113236","Magnolia Way",20.00,"2001/07/08","321674"
"24","","Magnolia Way",370.00,"2001/07/08","321675"
"14","176437","Robson Street",6699.49,"2001/07/08","321676"
"17","284354","Linden Avenue",400.00,"2001/07/08","321677"
"20","","Eighth Avenue",330.00,"2001/07/08","321678"
"18","269267","Congress Street",110.00,"2001/07/08","321679"
"15","797352","Oak Street",1356.73,"2001/07/08","321680"
"14","113236","Robson Street",1565.47,"2001/07/08","321681"
"14","512328","Robson Street",3171.57,"2001/07/08","321682"
"14","269267","Robson Street",3994.39,"2001/07/08","321683"
"17","231494","Linden Avenue",7885.29,"2001/07/08","321684"
"24","","Magnolia Way",280.00,"2001/07/08","321685"
"13","90398","Lamar Boulevard",30.00,"2001/07/08","321686"
"14","359310","Robson Street",9771.41,"2001/07/08","321687"
"17","","Linden Avenue",110.00,"2001/07/08","321688"
"24","519311","Magnolia Way",1981.88,"2001/07/08","321689"
"14","739622","Robson Street",6915.69,"2001/07/08","321690"
"15","301037","Oak Street",939.47,"2001/07/08","321691"
"14","","Robson Street",8320.99,"2001/07/08","321692"
"18","938010","Congress Street",280.00,"2001/07/08","321693"
"18","90398","Congress Street",2398.73,"2001/07/08","321694"
"13","739622","Lamar Boulevard",390.00,"2001/07/08","321695"
"14","797352","Robson Street",8256.95,"2001/07/08","321696"
"17","","Linden Avenue",10.00,"2001/07/08","321697"
"14","","Robson Street",6277.19,"2001/07/08","321698"
"14","","Robson Street",5500.41,"2001/07/08","321699"
"20","812465","Eighth Avenue",160.00,"2001/07/08","321700"
"14","113236","Robson Street",330.00,"2001/07/08","321701"
"13","284354","Lamar Boulevard",380.00,"2001/07/08","321702"
"20","938010","Eighth Avenue",90.00,"2001/07/08","321703"
"14","297397","Robson Street",505.03,"2001/07/08","321704"
"17","","Linden Avenue",1301.61,"2001/07/08","321705"
"17","","Linden Avenue",70.00,"2001/07/08","321706"
"20","795401","Eighth Avenue",430.00,"2001/07/08","321707"
"20","","Eighth Avenue",370.00,"2001/07/08","321708"
"15","","Oak Street",1012.30,"2001/07/08","321709"
"17","35189","Linden Avenue",8789.93,"2001/07/08","321710"
"20","230575","Eighth Avenue",310.00,"2001/07/08","321711"
"14","797352","Robson Street",480.00,"2001/07/08","321712"
"17","914508","Linden Avenue",10.00,"2001/07/08","321713"
"13","820025","Lamar Boulevard",3655.12,"2001/07/08","321714"
"20","795401","Eighth Avenue",300.00,"2001/07/08","321715"
"24","","Magnolia Way",160.00,"2001/07/08","321716"
"14","820025","Robson Street",8717.48,"2001/07/08","321717"
"14","284354","Robson Street",3953.31,"2001/07/08","321718"
"24","519311","Magnolia Way",3287.24,"2001/07/08","321719"
"14","","Robson Street",370.00,"2001/07/08","321720"
"17","269267","Linden Avenue",5123.83,"2001/07/08","321721"
"14","","Robson Street",60.00,"2001/07/08","321722"
"20","","Eighth Avenue",280.00,"2001/07/08","321723"
"13","","Lamar Boulevard",2267.39,"2001/07/08","321724"
"20","81559","Eighth Avenue",40.00,"2001/07/08","321725"
"14","231494","Robson Street",150.00,"2001/07/08","321726"
"14","811002","Robson Street",390.00,"2001/07/08","321727"
"24","","Magnolia Way",470.00,"2001/07/08","321728"
"20","","Eighth Avenue",80.00,"2001/07/08","321729"
"20","284354","Eighth Avenue",270.00,"2001/07/08","321730"
"14","562270","Robson Street",430.00,"2001/07/08","321731"
"14","994403","Robson Street",70.00,"2001/07/08","321732"
"17","938010","Linden Avenue",4957.49,"2001/07/08","321733"
"24","","Magnolia Way",240.00,"2001/07/08","321734"
"20","641464","Eighth Avenue",380.00,"2001/07/08","321735"
"13","56016","Lamar Boulevard",50.00,"2001/07/08","321736"
"14","81559","Robson Street",152.07,"2001/07/08","321737"
"18","97627","Congress Street",6678.10,"2001/07/08","321738"
"20","641464","Eighth Avenue",120.00,"2001/07/08","321739"
"18","329169","Congress Street",8557.45,"2001/07/08","321740"
"13","869033","Lamar Boulevard",5090.93,"2001/07/08","321741"
"18","","Congress Street",360.00,"2001/07/08","321742"
"14","264629","Robson Street",724.16,"2001/07/08","321743"
"24","113236","Magnolia Way",2107.88,"2001/07/08","321744"
"17","878035","Linden Avenue",8928.52,"2001/07/08","321745"
"18","","Congress Street",250.00,"2001/07/08","321746"
"18","301037","Congress Street",9010.10,"2001/07/08","321747"
"14","301037","Robson Street",80.00,"2001/07/08","321748"
"14","","Robson Street",270.00,"2001/07/08","321749"
"24","519311","Magnolia Way",6915.14,"2001/07/08","321750"
"14","641464","Robson Street",5652.73,"2001/07/08","321751"
"17","222006","Linden Avenue",80.00,"2001/07/08","321752"
"20","812465","Eighth Avenue",370.00,"2001/07/08","321753"
"24","","Magnolia Way",450.00,"2001/07/08","321754"
"20","512328","Eighth Avenue",9334.81,"2001/07/08","321755"
"14","444413","Robson Street",3341.19,"2001/07/08","321756"
"14","","Robson Street",420.00,"2001/07/08","321757"
"17","90398","Linden Avenue",320.00,"2001/07/08","321758"
"14","113236","Robson Street",7081.97,"2001/07/08","321759"
"14","559491","Robson Street",430.00,"2001/07/08","321760"
"13","564291","Lamar Boulevard",60.00,"2001/07/08","321761"
"14","","Robson Street",7160.12,"2001/07/08","321762"
"24","","Magnolia Way",490.00,"2001/07/08","321763"
"17","35189","Linden Avenue",9068.82,"2001/07/08","321764"
"20","113236","Eighth Avenue",6061.73,"2001/07/08","321765"
"20","836004","Eighth Avenue",450.00,"2001/07/08","321766"
"20","","Eighth Avenue",2992.66,"2001/07/08","321767"
"20","512328","Eighth Avenue",90.00,"2001/07/08","321768"
"20","564291","Eighth Avenue",8088.45,"2001/07/08","321769"
"14","812465","Robson Street",3640.70,"2001/07/08","321770"
"14","797352","Robson Street",3498.81,"2001/07/08","321771"
"20","176437","Eighth Avenue",160.00,"2001/07/08","321772"
"14","","Robson Street",2640.98,"2001/07/08","321773"
"15","","Oak Street",100.00,"2001/07/08","321774"
"20","","Eighth Avenue",90.00,"2001/07/08","321775"
"20","202028","Eighth Avenue",480.00,"2001/07/08","321776"
"17","914508","Linden Avenue",2335.90,"2001/07/08","321777"
"14","444413","Robson Street",100.00,"2001/07/08","321778"
"17","519311","Linden Avenue",70.00,"2001/07/08","321779"
"18","564291","Congress Street",10.00,"2001/07/08","321780"
"24","795401","Magnolia Way",470.00,"2001/07/08","321781"
"17","250402","Linden Avenue",6797.73,"2001/07/08","321782"
"20","","Eighth Avenue",8604.12,"2001/07/08","321783"
"13","564291","Lamar Boulevard",1639.04,"2001/07/08","321784"
"13","","Lamar Boulevard",450.00,"2001/07/08","321785"
"20","994403","Eighth Avenue",80.00,"2001/07/08","321786"
"18","56016","Congress Street",1565.06,"2001/07/08","321787"
"24","284354","Magnolia Way",936.31,"2001/07/08","321788"
"24","878035","Magnolia Way",6155.95,"2001/07/08","321789"
"14","797352","Robson Street",360.00,"2001/07/08","321790"
"24","65003","Magnolia Way",3369.89,"2001/07/08","321791"
"20","","Eighth Avenue",280.00,"2001/07/08","321792"
"20","","Eighth Avenue",5192.24,"2001/07/08","321793"
"18","501657","Congress Street",10.00,"2001/07/08","321794"
"14","444413","Robson Street",2624.93,"2001/07/08","321795"
"14","811002","Robson Street",310.00,"2001/07/08","321796"
"24","797352","Magnolia Way",80.00,"2001/07/08","321797"
"14","444413","Robson Street",70.00,"2001/07/08","321798"
"14","994403","Robson Street",480.00,"2001/07/08","321799"
"20","444413","Eighth Avenue",210.00,"2001/07/08","321800"
"14","","Robson Street",6908.71,"2001/07/08","321801"
"24","56016","Magnolia Way",20.00,"2001/07/08","321802"
"17","301037","Linden Avenue",420.00,"2001/07/08","321803"
"20","","Eighth Avenue",130.00,"2001/07/08","321804"
"14","","Robson Street",420.00,"2001/07/08","321805"
"14","564291","Robson Street",200.00,"2001/07/08","321806"
"24","231494","Magnolia Way",270.00,"2001/07/08","321807"
"20","","Eighth Avenue",20.00,"2001/07/08","321808"
"13","","Lamar Boulevard",5118.99,"2001/07/08","321809"
"24","","Magnolia Way",350.00,"2001/07/08","321810"
"15","301037","Oak Street",120.00,"2001/07/08","321811"
"14","512328","Robson Street",5654.56,"2001/07/08","321812"
"13","269267","Lamar Boulevard",10.00,"2001/07/08","321813"
"20","820025","Eighth Avenue",270.00,"2001/07/08","321814"
"15","90398","Oak Street",360.00,"2001/07/08","321815"
"14","97627","Robson Street",430.00,"2001/07/08","321816"
"24","","Magnolia Way",50.00,"2001/07/08","321817"
"13","","Lamar Boulevard",5610.73,"2001/07/08","321818"
"18","","Congress Street",370.00,"2001/07/08","321819"
"24","","Magnolia Way",300.00,"2001/07/08","321820"
"14","","Robson Street",60.00,"2001/07/08","321821"
"20","","Eighth Avenue",4151.00,"2001/07/08","321822"
"14","","Robson Street",4552.39,"2001/07/08","321823"
"20","444413","Eighth Avenue",2732.34,"2001/07/08","321824"
"17","297397","Linden Avenue",2925.45,"2001/07/08","321825"
"17","35189","Linden Avenue",871.99,"2001/07/08","321826"
"20","56016","Eighth Avenue",130.00,"2001/07/08","321827"
"15","","Oak Street",140.00,"2001/07/08","321828"
"20","","Eighth Avenue",2078.58,"2001/07/08","321829"
"24","938010","Magnolia Way",160.00,"2001/07/08","321830"
"15","444413","Oak Street",30.00,"2001/07/08","321831"
"15","","Oak Street",320.00,"2001/07/08","321832"
"18","501657","Congress Street",40.00,"2001/07/08","321833"
"14","","Robson Street",420.00,"2001/07/08","321834"
"13","869033","Lamar Boulevard",400.00,"2001/07/08","321835"
"18","113236","Congress Street",330.00,"2001/07/08","321836"
"18","","Congress Street",210.00,"2001/07/08","321837"
"14","","Robson Street",410.00,"2001/07/08","321838"
"13","297397","Lamar Boulevard",3871.60,"2001/07/08","321839"
"14","297397","Robson Street",9580.04,"2001/07/08","321840"
"17","301037","Linden Avenue",200.00,"2001/07/08","321841"
"15","81559","Oak Street",4077.14,"2001/07/08","321842"
"24","250402","Magnolia Way",1045.35,"2001/07/08","321843"
"17","797352","Linden Avenue",500.00,"2001/07/08","321844"
"20","820025","Eighth Avenue",170.00,"2001/07/08","321845"
"14","230575","Robson Street",2290.97,"2001/07/08","321846"
"20","812465","Eighth Avenue",250.00,"2001/07/08","321847"
"14","914508","Robson Street",240.00,"2001/07/08","321848"
"17","269267","Linden Avenue",360.00,"2001/07/08","321849"
"15","504356","Oak Street",380.00,"2001/07/08","321850"
"13","562270","Lamar Boulevard",7965.44,"2001/07/08","321851"
"14","","Robson Street",2447.32,"2001/07/08","321852"
"24","","Magnolia Way",110.00,"2001/07/08","321853"
"14","264629","Robson Street",5053.86,"2001/07/08","321854"
"15","","Oak Street",490.00,"2001/07/08","321855"
"14","113236","Robson Street",4085.45,"2001/07/08","321856"
"24","641464","Magnolia Way",919.30,"2001/07/08","321857"
"15","35189","Oak Street",210.00,"2001/07/08","321858"
"24","559491","Magnolia Way",350.00,"2001/07/08","321859"
"20","","Eighth Avenue",480.00,"2001/07/08","321860"
"18","815062","Congress Street",320.00,"2001/07/08","321861"
"18","","Congress Street",9369.10,"2001/07/08","321862"
"15","559491","Oak Street",1036.97,"2001/07/08","321863"
"20","519311","Eighth Avenue",380.00,"2001/07/08","321864"
"17","795401","Linden Avenue",1817.29,"2001/07/08","321865"
"24","","Magnolia Way",460.00,"2001/07/08","321866"
"20","","Eighth Avenue",4090.76,"2001/07/08","321867"
"20","113236","Eighth Avenue",2949.27,"2001/07/08","321868"
"14","35189","Robson Street",220.00,"2001/07/08","321869"
"20","","Eighth Avenue",170.00,"2001/07/08","321870"
"24","","Magnolia Way",470.00,"2001/07/08","321871"
"15","230575","Oak Street",190.00,"2001/07/08","321872"
"24","176437","Magnolia Way",450.00,"2001/07/08","321873"
"14","97627","Robson Street",5858.55,"2001/07/08","321874"
"24","878035","Magnolia Way",160.00,"2001/07/08","321875"
"15","","Oak Street",260.00,"2001/07/08","321876"
"14","815062","Robson Street",320.00,"2001/07/08","321877"
"15","359310","Oak Street",500.00,"2001/07/08","321878"
"13","250402","Lamar Boulevard",160.00,"2001/07/08","321879"
"24","","Magnolia Way",50.00,"2001/07/08","321880"
"18","65003","Congress Street",2973.12,"2001/07/08","321881"
"20","","Eighth Avenue",7238.05,"2001/07/08","321882"
"17","","Linden Avenue",1951.60,"2001/07/08","321883"
"18","301037","Congress Street",2678.11,"2001/07/08","321884"
"14","","Robson Street",312.31,"2001/07/08","321885"
"14","","Robson Street",70.00,"2001/07/08","321886"
"14","","Robson Street",120.00,"2001/07/08","321887"
"17","","Linden Avenue",50.00,"2001/07/08","321888"
"17","513574","Linden Avenue",50.00,"2001/07/08","321889"
"17","812465","Linden Avenue",9363.40,"2001/07/08","321890"
"14","269267","Robson Street",6860.61,"2001/07/08","321891"
"17","284354","Linden Avenue",410.00,"2001/07/08","321892"
"14","","Robson Street",450.00,"2001/07/08","321893"
"14","","Robson Street",50.00,"2001/07/08","321894"
"13","564291","Lamar Boulevard",20.00,"2001/07/08","321895"
"24","","Magnolia Way",340.00,"2001/07/08","321896"
"17","35189","Linden Avenue",3683.82,"2001/07/08","321897"
"20","202028","Eighth Avenue",490.00,"2001/07/08","321898"
"24","","Magnolia Way",1161.89,"2001/07/08","321899"
"15","","Oak Street",5380.01,"2001/07/08","321900"
"17","202028","Linden Avenue",320.00,"2001/07/08","321901"
"17","","Linden Avenue",10.00,"2001/07/08","321902"
"14","","Robson Street",370.00,"2001/07/08","321903"
"20","176437","Eighth Avenue",6421.71,"2001/07/08","321904"
"14","90398","Robson Street",4332.24,"2001/07/08","321905"
"15","","Oak Street",460.00,"2001/07/08","321906"
"17","113236","Linden Avenue",420.00,"2001/07/08","321907"
"13","301037","Lamar Boulevard",190.00,"2001/07/08","321908"
"24","","Magnolia Way",20.00,"2001/07/08","321909"
"18","","Congress Street",480.00,"2001/07/08","321910"
"14","","Robson Street",8226.36,"2001/07/08","321911"
"14","176437","Robson Street",270.00,"2001/07/08","321912"
"18","35189","Congress Street",1475.98,"2001/07/08","321913"
"17","463451","Linden Avenue",220.00,"2001/07/08","321914"
"14","938010","Robson Street",1929.55,"2001/07/08","321915"
"24","","Magnolia Way",410.00,"2001/07/08","321916"
"20","836004","Eighth Avenue",1929.85,"2001/07/08","321917"
"14","264629","Robson Street",2983.33,"2001/07/08","321918"
"14","519311","Robson Street",380.00,"2001/07/08","321919"
"13","264629","Lamar Boulevard",7806.62,"2001/07/08","321920"
"17","284354","Linden Avenue",1444.71,"2001/07/08","321921"
"24","","Magnolia Way",4703.79,"2001/07/08","321922"
"13","","Lamar Boulevard",8349.43,"2001/07/08","321923"
"14","269267","Robson Street",440.00,"2001/07/08","321924"
"17","","Linden Avenue",70.00,"2001/07/08","321925"
"13","97627","Lamar Boulevard",19.30,"2001/07/08","321926"
"14","297397","Robson Street",130.00,"2001/07/08","321927"
"14","994403","Robson Street",200.00,"2001/07/08","321928"
"14","284354","Robson Street",20.00,"2001/07/08","321929"
"14","812465","Robson Street",1539.24,"2001/07/08","321930"
"14","","Robson Street",240.00,"2001/07/08","321931"
"14","202028","Robson Street",220.00,"2001/07/08","321932"
"14","","Robson Street",8454.29,"2001/07/08","321933"
"17","329169","Linden Avenue",250.00,"2001/07/08","321934"
"20","231494","Eighth Avenue",220.00,"2001/07/08","321935"
"18","264629","Congress Street",450.00,"2001/07/08","321936"
"18","512328","Congress Street",9133.75,"2001/07/08","321937"
"24","81559","Magnolia Way",2396.20,"2001/07/08","321938"
"14","113236","Robson Street",390.00,"2001/07/08","321939"
"17","56016","Linden Avenue",120.00,"2001/07/08","321940"
"15","797352","Oak Street",6173.98,"2001/07/08","321941"
"14","97627","Robson Street",6454.60,"2001/07/08","321942"
"18","519311","Congress Street",470.00,"2001/07/08","321943"
"15","","Oak Street",240.00,"2001/07/08","321944"
"14","","Robson Street",4449.91,"2001/07/08","321945"
"14","739622","Robson Street",6067.06,"2001/07/08","321946"
"24","231494","Magnolia Way",250.00,"2001/07/08","321947"
"24","231494","Magnolia Way",120.00,"2001/07/08","321948"
"20","739622","Eighth Avenue",160.00,"2001/07/08","321949"
"14","329169","Robson Street",7164.83,"2001/07/08","321950"
"14","994403","Robson Street",380.00,"2001/07/08","321951"
"14","","Robson Street",470.00,"2001/07/08","321952"
"15","795401","Oak Street",200.00,"2001/07/08","321953"
"13","559491","Lamar Boulevard",380.00,"2001/07/08","321954"
"14","269267","Robson Street",2131.62,"2001/07/08","321955"
"17","","Linden Avenue",90.00,"2001/07/08","321956"
"20","795401","Eighth Avenue",3591.73,"2001/07/08","321957"
"14","501657","Robson Street",450.00,"2001/07/08","321958"
"15","504356","Oak Street",30.00,"2001/07/08","321959"
"20","","Eighth Avenue",120.00,"2001/07/08","321960"
"18","","Congress Street",130.00,"2001/07/08","321961"
"14","","Robson Street",10.00,"2001/07/08","321962"
"13","","Lamar Boulevard",100.00,"2001/07/08","321963"
"17","812465","Linden Avenue",310.00,"2001/07/08","321964"
"14","797352","Robson Street",470.00,"2001/07/08","321965"
"17","","Linden Avenue",220.00,"2001/07/08","321966"
"20","820025","Eighth Avenue",190.00,"2001/07/08","321967"
"17","562270","Linden Avenue",60.00,"2001/07/08","321968"
"24","641464","Magnolia Way",490.00,"2001/07/08","321969"
"20","","Eighth Avenue",300.00,"2001/07/08","321970"
"14","297397","Robson Street",350.00,"2001/07/08","321971"
"20","35189","Eighth Avenue",1961.07,"2001/07/08","321972"
"14","","Robson Street",380.00,"2001/07/08","321973"
"24","444413","Magnolia Way",380.00,"2001/07/08","321974"
"14","","Robson Street",7952.63,"2001/07/08","321975"
"20","","Eighth Avenue",6344.48,"2001/07/08","321976"
"24","","Magnolia Way",5648.52,"2001/07/08","321977"
"15","56016","Oak Street",490.00,"2001/07/08","321978"
"20","90398","Eighth Avenue",440.00,"2001/07/08","321979"
"24","815062","Magnolia Way",310.00,"2001/07/08","321980"
"14","","Robson Street",7372.93,"2001/07/08","321981"
"14","301037","Robson Street",250.00,"2001/07/08","321982"
"18","","Congress Street",40.00,"2001/07/08","321983"
"24","","Magnolia Way",230.00,"2001/07/08","321984"
"14","329169","Robson Street",340.00,"2001/07/08","321985"
"17","562270","Linden Avenue",2796.86,"2001/07/08","321986"
"17","444413","Linden Avenue",340.00,"2001/07/08","321987"
"15","297397","Oak Street",3745.10,"2001/07/08","321988"
"14","","Robson Street",2807.64,"2001/07/08","321989"
"18","504356","Congress Street",20.00,"2001/07/08","321990"
"18","230575","Congress Street",380.00,"2001/07/08","321991"
"20","250402","Eighth Avenue",6968.33,"2001/07/08","321992"
"14","","Robson Street",2021.53,"2001/07/08","321993"
"18","","Congress Street",8233.87,"2001/07/08","321994"
"20","562270","Eighth Avenue",90.00,"2001/07/08","321995"
"14","815062","Robson Street",2528.19,"2001/07/08","321996"
"24","35189","Magnolia Way",210.00,"2001/07/08","321997"
"20","812465","Eighth Avenue",2900.51,"2001/07/08","321998"
"20","56016","Eighth Avenue",70.00,"2001/07/08","321999"
"24","512328","Magnolia Way",5006.36,"2001/07/08","322000"
"14","811002","Robson Street",1792.38,"2001/07/08","322001"
"14","","Robson Street",360.00,"2001/07/08","322002"
"24","641464","Magnolia Way",400.00,"2001/07/08","322003"
"20","504356","Eighth Avenue",340.00,"2001/07/08","322004"
"14","512328","Robson Street",240.00,"2001/07/08","322005"
"24","","Magnolia Way",9635.38,"2001/07/08","322006"
"14","994403","Robson Street",7636.64,"2001/07/08","322007"
"24","739622","Magnolia Way",8244.31,"2001/07/08","322008"
"18","35189","Congress Street",8941.50,"2001/07/08","322009"
"24","113236","Magnolia Way",20.00,"2001/07/08","322010"
"24","","Magnolia Way",370.00,"2001/07/08","322011"
"14","176437","Robson Street",6699.49,"2001/07/08","322012"
"17","284354","Linden Avenue",400.00,"2001/07/08","322013"
"20","","Eighth Avenue",330.00,"2001/07/08","322014"
"18","269267","Congress Street",110.00,"2001/07/08","322015"
"15","797352","Oak Street",1356.73,"2001/07/08","322016"
"14","113236","Robson Street",1565.47,"2001/07/08","322017"
"14","512328","Robson Street",3171.57,"2001/07/08","322018"
"14","269267","Robson Street",3994.39,"2001/07/08","322019"
"17","231494","Linden Avenue",7885.29,"2001/07/08","322020"
"24","","Magnolia Way",280.00,"2001/07/08","322021"
"13","90398","Lamar Boulevard",30.00,"2001/07/08","322022"
"14","359310","Robson Street",9771.41,"2001/07/08","322023"
"17","","Linden Avenue",110.00,"2001/07/08","322024"
"24","519311","Magnolia Way",1981.88,"2001/07/08","322025"
"14","739622","Robson Street",6915.69,"2001/07/08","322026"
"15","301037","Oak Street",939.47,"2001/07/08","322027"
"14","","Robson Street",8320.99,"2001/07/08","322028"
"18","938010","Congress Street",280.00,"2001/07/08","322029"
"18","90398","Congress Street",2398.73,"2001/07/08","322030"
"13","739622","Lamar Boulevard",390.00,"2001/07/08","322031"
"14","797352","Robson Street",8256.95,"2001/07/08","322032"
"17","","Linden Avenue",10.00,"2001/07/08","322033"
"14","","Robson Street",6277.19,"2001/07/08","322034"
"14","","Robson Street",5500.41,"2001/07/08","322035"
"20","812465","Eighth Avenue",160.00,"2001/07/08","322036"
"14","113236","Robson Street",330.00,"2001/07/08","322037"
"13","284354","Lamar Boulevard",380.00,"2001/07/08","322038"
"20","938010","Eighth Avenue",90.00,"2001/07/08","322039"
"14","297397","Robson Street",505.03,"2001/07/08","322040"
"17","","Linden Avenue",1301.61,"2001/07/08","322041"
"17","","Linden Avenue",70.00,"2001/07/08","322042"
"20","795401","Eighth Avenue",430.00,"2001/07/08","322043"
"20","","Eighth Avenue",370.00,"2001/07/08","322044"
"15","","Oak Street",1012.30,"2001/07/08","322045"
"17","35189","Linden Avenue",8789.93,"2001/07/08","322046"
"20","230575","Eighth Avenue",310.00,"2001/07/08","322047"
"14","797352","Robson Street",480.00,"2001/07/08","322048"
"17","914508","Linden Avenue",10.00,"2001/07/08","322049"
"13","820025","Lamar Boulevard",3655.12,"2001/07/08","322050"
"20","795401","Eighth Avenue",300.00,"2001/07/08","322051"
"24","","Magnolia Way",160.00,"2001/07/08","322052"
"14","820025","Robson Street",8717.48,"2001/07/08","322053"
"14","284354","Robson Street",3953.31,"2001/07/08","322054"
"24","519311","Magnolia Way",3287.24,"2001/07/08","322055"
"14","","Robson Street",370.00,"2001/07/08","322056"
"17","269267","Linden Avenue",5123.83,"2001/07/08","322057"
"14","","Robson Street",60.00,"2001/07/08","322058"
"20","","Eighth Avenue",280.00,"2001/07/08","322059"
"13","","Lamar Boulevard",2267.39,"2001/07/08","322060"
"20","81559","Eighth Avenue",40.00,"2001/07/08","322061"
"14","231494","Robson Street",150.00,"2001/07/08","322062"
"14","811002","Robson Street",390.00,"2001/07/08","322063"
"24","","Magnolia Way",470.00,"2001/07/08","322064"
"20","","Eighth Avenue",80.00,"2001/07/08","322065"
"20","284354","Eighth Avenue",270.00,"2001/07/08","322066"
"14","562270","Robson Street",430.00,"2001/07/08","322067"
"14","994403","Robson Street",70.00,"2001/07/08","322068"
"17","938010","Linden Avenue",4957.49,"2001/07/08","322069"
"24","","Magnolia Way",240.00,"2001/07/08","322070"
"20","641464","Eighth Avenue",380.00,"2001/07/08","322071"
"13","56016","Lamar Boulevard",50.00,"2001/07/08","322072"
"14","81559","Robson Street",152.07,"2001/07/08","322073"
"18","97627","Congress Street",6678.10,"2001/07/08","322074"
"20","641464","Eighth Avenue",120.00,"2001/07/08","322075"
"18","329169","Congress Street",8557.45,"2001/07/08","322076"
"13","869033","Lamar Boulevard",5090.93,"2001/07/08","322077"
"18","","Congress Street",360.00,"2001/07/08","322078"
"14","264629","Robson Street",724.16,"2001/07/08","322079"
"24","113236","Magnolia Way",2107.88,"2001/07/08","322080"
"17","878035","Linden Avenue",8928.52,"2001/07/08","322081"
"18","","Congress Street",250.00,"2001/07/08","322082"
"18","301037","Congress Street",9010.10,"2001/07/08","322083"
"14","301037","Robson Street",80.00,"2001/07/08","322084"
"14","","Robson Street",270.00,"2001/07/08","322085"
"24","519311","Magnolia Way",6915.14,"2001/07/08","322086"
"14","641464","Robson Street",5652.73,"2001/07/08","322087"
"17","222006","Linden Avenue",80.00,"2001/07/08","322088"
"20","812465","Eighth Avenue",370.00,"2001/07/08","322089"
"24","","Magnolia Way",450.00,"2001/07/08","322090"
"20","512328","Eighth Avenue",9334.81,"2001/07/08","322091"
"14","444413","Robson Street",3341.19,"2001/07/08","322092"
"14","","Robson Street",420.00,"2001/07/08","322093"
"17","90398","Linden Avenue",320.00,"2001/07/08","322094"
"14","113236","Robson Street",7081.97,"2001/07/08","322095"
"14","559491","Robson Street",430.00,"2001/07/08","322096"
"13","564291","Lamar Boulevard",60.00,"2001/07/08","322097"
"14","","Robson Street",7160.12,"2001/07/08","322098"
"24","","Magnolia Way",490.00,"2001/07/08","322099"
"17","35189","Linden Avenue",9068.82,"2001/07/08","322100"
"20","113236","Eighth Avenue",6061.73,"2001/07/08","322101"
"20","836004","Eighth Avenue",450.00,"2001/07/08","322102"
"20","","Eighth Avenue",2992.66,"2001/07/08","322103"
"20","512328","Eighth Avenue",90.00,"2001/07/08","322104"
"20","564291","Eighth Avenue",8088.45,"2001/07/08","322105"
"14","812465","Robson Street",3640.70,"2001/07/08","322106"
"14","797352","Robson Street",3498.81,"2001/07/08","322107"
"20","176437","Eighth Avenue",160.00,"2001/07/08","322108"
"14","","Robson Street",2640.98,"2001/07/08","322109"
"15","","Oak Street",100.00,"2001/07/08","322110"
"20","","Eighth Avenue",90.00,"2001/07/08","322111"
"20","202028","Eighth Avenue",480.00,"2001/07/08","322112"
"17","914508","Linden Avenue",2335.90,"2001/07/08","322113"
"14","444413","Robson Street",100.00,"2001/07/08","322114"
"17","519311","Linden Avenue",70.00,"2001/07/08","322115"
"18","564291","Congress Street",10.00,"2001/07/08","322116"
"24","795401","Magnolia Way",470.00,"2001/07/08","322117"
"17","250402","Linden Avenue",6797.73,"2001/07/08","322118"
